-37.078288 || 3
-10.917223 || 3
-37.078729 || 3
-10.917223 || 3
-37.078729 || 3
-10.917223 || 3
-37.078729 || 3
-10.917223 || 3
-37.078729 || 3
-10.920407 || 3
-37.083002 || 3
-10.920407 || 3
-37.083002 || 3
-10.921999 || 3
-37.085139 || 3
-10.921999 || 3
-37.085139 || 3
-10.915115 || 3
-37.087073 || 3
-10.915115 || 3
-37.087073 || 3
-10.915115 || 3
-37.087073 || 3
-10.915115 || 3
-37.087073 || 3
-10.921999 || 3
-37.085139 || 3
-10.921999 || 3
-37.085139 || 3
-10.928883 || 3
-37.083205 || 3
-10.928883 || 3
-37.083205 || 3
-10.928883 || 3
-37.083205 || 3
-10.928883 || 3
-37.083205 || 3
-10.928883 || 3
-37.083205 || 3
-10.928883 || 3
-37.083205 || 3
-10.928883 || 3
-37.083205 || 3
-10.928883 || 3
-37.083205 || 3
-10.928883 || 3
-37.083205 || 3
-10.928883 || 3
-37.083205 || 3
-10.928883 || 3
-37.083205 || 3
-10.928883 || 3
-37.083205 || 3
-10.928883 || 3
-37.083205 || 3
-10.928883 || 3
-37.083205 || 3
-10.909608 || 3
-37.096134 || 3
-10.909608 || 3
-37.096134 || 3
-10.910048 || 3
-37.094664 || 3
-10.910048 || 3
-37.094664 || 3
-10.910488 || 3
-37.093194 || 3
-10.910488 || 3
-37.093194 || 3
-10.910488 || 3
-37.093194 || 3
-10.910488 || 3
-37.093194 || 3
-10.910488 || 3
-37.093194 || 3
-10.910488 || 3
-37.093194 || 3
-10.910488 || 3
-37.093194 || 3
-10.910488 || 3
-37.093194 || 3
-10.910488 || 3
-37.093194 || 3
-10.910488 || 3
-37.093194 || 3
-10.910488 || 3
-37.093194 || 3
-10.910488 || 3
-37.093194 || 3
-10.910488 || 3
-37.093194 || 3
-10.910488 || 3
-37.093194 || 3
-10.910488 || 3
-37.093194 || 3
-10.910488 || 3
-37.093194 || 3
-10.917610 || 3
-37.099184 || 3
-10.917610 || 3
-37.099184 || 3
-10.924731 || 3
-37.105174 || 3
-10.924731 || 3
-37.105174 || 3
-10.924731 || 3
-37.105174 || 3
-10.924731 || 3
-37.105174 || 3
-10.924731 || 3
-37.105174 || 3
-10.924731 || 3
-37.105174 || 3
-10.924731 || 3
-37.105174 || 3
-10.924731 || 3
-37.105174 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.922230 || 3
-37.097166 || 3
-10.990134 || 3
-37.535886 || 1
-10.991005 || 3
-37.534048 || 1
-10.991005 || 3
-37.534048 || 1
-10.992293 || 3
-37.532116 || 1
-10.992293 || 3
-37.532116 || 1
-27.603171 || 0
-48.516415 || 0
-27.603167 || 0
-48.516419 || 0
-27.603167 || 0
-48.516419 || 0
-27.603165 || 0
-48.516419 || 0
-27.603165 || 0
-48.516419 || 0
-27.603163 || 0
-48.516420 || 0
-27.603163 || 0
-48.516420 || 0
-27.603172 || 0
-48.516406 || 0
-27.603172 || 0
-48.516406 || 0
-27.603172 || 0
-48.516406 || 0
-27.603172 || 0
-48.516406 || 0
-27.603172 || 0
-48.516406 || 0
-27.603172 || 0
-48.516406 || 0
-27.603175 || 0
-48.516397 || 0
-27.603175 || 0
-48.516397 || 0
-27.344830 || 0
-48.631810 || 0
-27.343851 || 0
-48.630882 || 0
-27.343851 || 0
-48.630882 || 0
-27.343851 || 0
-48.630882 || 0
-27.343851 || 0
-48.630882 || 0
-27.343148 || 0
-48.630078 || 0
-27.343148 || 0
-48.630078 || 0
-27.343148 || 0
-48.630078 || 0
-27.343148 || 0
-48.630078 || 0
-27.342362 || 0
-48.629106 || 0
-27.342362 || 0
-48.629106 || 0
-27.342362 || 0
-48.629106 || 0
-27.342362 || 0
-48.629106 || 0
-27.341688 || 0
-48.628299 || 0
-27.341688 || 0
-48.628299 || 0
-27.341688 || 0
-48.628299 || 0
-27.341688 || 0
-48.628299 || 0
-27.340961 || 0
-48.627548 || 0
-27.340961 || 0
-48.627548 || 0
-27.340961 || 0
-48.627548 || 0
-27.340961 || 0
-48.627548 || 0
-27.339874 || 0
-48.627114 || 0
-27.339874 || 0
